jobTitle,jobSkills,employer,city,state,geoCode
QA Engineer,Python|Unix|Wireless|Software engineering|Agile|C++|Linux administration,Data Science Consultants,Chicago,IL,"41.8781136,-87.6297982"
Solutions Architect,PaaS|DevOps|Sales|Mobile development,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
Business Intelligence Developer,Analytical skill|Software engineering|Data mining,Data Science Consultants,Austin,TX,"30.267153,-97.7430608"
QA Engineer,Unix|UI|Agile|Software engineering|Security|Wireless|Perl,Big Data Services,New York,NY,"40.7127837,-74.0059413"
QA Engineer,Agile|Python|Security|Wireless|Software engineering|Microsoft Windows|HTTP,Python code ninjas,Austin,TX,"30.267153,-97.7430608"
Lead Developer,Apache Hadoop|Data modeling|Programming|HTML|Java|Sales|Architecture|CSS|SOAP,Python code ninjas,Des Moines,IA,"41.6005448,-93.6091064"
Software Development Manager,MySQL|Software engineering|Ruby,Data Science Consultants,Chicago,IL,"41.8781136,-87.6297982"
System Engineer,Agile|Architecture|Wireless|TCP/IP|Modeling|CISSP|Security|Networking,Roll the Dice Inc.,Austin,TX,"30.267153,-97.7430608"
Java Developer,GUI|Apache Hadoop|JavaScript|Unix|Database design|QA|HTTP|Oracle|Programming,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
System Engineer,Agile|Scrum|HTTP|Verification and validation|Architecture|Modeling|SMTP|Networking,Simon Hughes Llc,San Jose,CA,"37.3382082,-121.8863286"
System Engineer,CISSP|Linux administration|XML|Verification and validation|Scrum|TCP/IP|Modeling|SMTP,Roll the Dice Inc.,Des Moines,IA,"41.6005448,-93.6091064"
QA Engineer,Change management|QA|Hudson|Agile|QA|API|Metrics,Acme Inc,Austin,TX,"30.267153,-97.7430608"
QA Engineer,Software engineering|Security|UI|Linux administration|Perl|Unix|Python,Simon Hughes Llc,Chicago,IL,"41.8781136,-87.6297982"
QA Engineer,Hardware|Analytical skill|QA|Microsoft Windows|Network,Big Tech Company,Des Moines,IA,"41.6005448,-93.6091064"
Manager of Business Intelligence,Specification|Data warehouse|Modeling|Sales|Business intelligence,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
Java Developer,Python|Research|Java|SQL|Algorithms,Scientists and Quants Inc,Des Moines,IA,"41.6005448,-93.6091064"
Platform Engineer,DNS|SDLC|Linux administration|Configuration,Big Data Services,Chicago,IL,"41.8781136,-87.6297982"
Software Development,Systems architecture|Surveillance|SQL|Architecture|SAS|Microsoft SQL Server|Property and casualty insurance|WSDL,Data Science Consultants,New York,NY,"40.7127837,-74.0059413"
System Engineer,TCP/IP|Modeling|CISSP|Software engineering|SMTP|Agile|Networking,Big Tech Company,Chicago,IL,"41.8781136,-87.6297982"
QA Engineer,QA|QA|QA,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
Big Data Developer,Modeling|Apache Hadoop|Sales|Unix|Java|HTML|HTTP|BIND|Data modeling|Python,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
GIS Analyst,HTML|JavaScript|BIND|IBM|Sales,Python code ninjas,San Francisco,CA,"37.7749295,-122.4194155"
System Administrator,Agile|IBM Rational ClearCase|System administration|Database design|Web server|Hardware,Simon Hughes Llc,New York,NY,"40.7127837,-74.0059413"
QA Engineer,Agile|Database design|QA|ASP|HTML|ASP.NET|Scrum|iOS|SQL|Electronic commerce,Simon Hughes Llc,San Jose,CA,"37.3382082,-121.8863286"
Database Engineer,SQL|Database design|Python|ATLAS,Roll the Dice Inc.,Austin,TX,"30.267153,-97.7430608"
Software Development,IBM DB2|QA|Architecture|PL/SQL|Security|Customer service,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
System Engineer,Embedded systems|HTTP|Software engineering,Big Tech Company,San Jose,CA,"37.3382082,-121.8863286"
QA Engineer,Security|QA|Software engineering|Wireless|Microsoft Windows|Agile|Java,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
System Engineer,Architecture|Systems architecture|HTTP|Networking|Agile|Modeling|Software engineering|XML,Big Data Services,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,Java|Linux|J2EE|QA|JSP,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
Data Scientist,Research|HTTP|Algorithms|Data analysis|Programming|Python|Modeling|Java|Security,Big Data Services,Des Moines,IA,"41.6005448,-93.6091064"
Software Development,CMS|Informatica|Unix|MySQL|Architecture|Web development|Oracle|SAS|Agile|MySQL|SDLC|AngularJS|Web design|MicroStrategy,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
Software Development,Programming|Surveillance|XSL|Microsoft Excel|OOD|JavaScript|XML|Java|Reengineering|DHTML|HTTP|Ajax|Microsoft SQL Server,Acme Inc,San Jose,CA,"37.3382082,-121.8863286"
Software Development,Architecture|Security QA|Aerospace|Web design|UX|HTTP|CMS|IBM WebSphere|AngularJS|Java|Agile|Consulting|QA,Big Tech Company,San Jose,CA,"37.3382082,-121.8863286"
System Engineer,Embedded software|Software engineering|Embedded systems,Big Tech Company,Chicago,IL,"41.8781136,-87.6297982"
Software Development Manager,Ethernet|Modeling|MySQL|MySQL|CORBA|HTTP|C++,Scientists and Quants Inc,Austin,TX,"30.267153,-97.7430608"
Scrum Master,Project management|Scrum|Agile|Metrics,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
Business Analyst,Agile|Business requirements|SDLC|Microsoft Excel,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
Scrum Master,Project management|QA|UPS,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Team Lead,Hardware|Programming|Python,Big Tech Company,Chicago,IL,"41.8781136,-87.6297982"
Data Engineer,Java|HTTP|QA,Roll the Dice Inc.,San Francisco,CA,"37.7749295,-122.4194155"
System Engineer,Hardware|Verification and validation|ACD|Architecture,Roll the Dice Inc.,San Francisco,CA,"37.7749295,-122.4194155"
System Engineer,TCP/IP|SMTP|Systems architecture|XML|Software engineering|Verification and validation|Security|HTTP,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
Technical Lead,C#|SQL|AngularJS|Network,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,Database design|Java|JavaScript|Git,Large Search Giant Llc.,Chicago,IL,"41.8781136,-87.6297982"
System Administrator,Scripting|Solaris administration|Firmware|Security|Hardware|Linux administration,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
Information Technology,SOAP|API|CMS|Architecture,Scientists and Quants Inc,San Francisco,CA,"37.7749295,-122.4194155"
Scrum Master,QA|Agile|Metrics,IT Services and Networking Corp.,San Jose,CA,"37.3382082,-121.8863286"
QA Engineer,JavaScript|Modeling|Configuration|Embedded systems|Software engineering,Large Search Giant Llc.,Austin,TX,"30.267153,-97.7430608"
Training Specialist,Agile|Adobe|QA|Video,Acme Inc,New York,NY,"40.7127837,-74.0059413"
QA Engineer,Microsoft Windows|Java|Microsoft Office|Software engineering,Large Search Giant Llc.,San Francisco,CA,"37.7749295,-122.4194155"
Application Architect,Sales|Development management|BIND|QA,Big Data Services,San Francisco,CA,"37.7749295,-122.4194155"
System Engineer,Recovery|Security|Backup|Microsoft Windows|Hardware|Modeling,Data Science Consultants,New York,NY,"40.7127837,-74.0059413"
System Engineer,Hardware|Architecture|Software engineering|Research,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Web Designer,HTTP|Visual Basic|.NET|SQL|Web design|jQuery|HTML|Content management|Microsoft Excel,IT Services and Networking Corp.,New York,NY,"40.7127837,-74.0059413"
Platform Engineer,Configuration|Linux administration|SDLC|Ruby,Data Science Consultants,Des Moines,IA,"41.6005448,-93.6091064"
.Net Developer,Consulting|ASP|Verification and validation|ASP.NET|Programming|.NET|C#|Java|Security,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
System Administrator,Wireless|Metrics|Embedded systems|System administration|Hardware|Switches|Laptop,Python code ninjas,San Francisco,CA,"37.7749295,-122.4194155"
Network Engineer,QA|Network|iOS|Switches|Customer service|HTTP|Network engineering|LAN,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
QA Engineer,UML|Software engineering|Embedded systems|Configuration|QA,Scientists and Quants Inc,Austin,TX,"30.267153,-97.7430608"
Ruby on Rails Developer,UI|CSS|Ruby|Ruby on Rails,Big Data Services,Chicago,IL,"41.8781136,-87.6297982"
C++ Developer,Linux|Microsoft Windows|C++,Simon Hughes Llc,San Jose,CA,"37.3382082,-121.8863286"
Ruby on Rails Developer,Ruby on Rails|CSS|Java|Ruby,Simon Hughes Llc,San Francisco,CA,"37.7749295,-122.4194155"
Data Governance,Research|Scheduling|Data architecture|Oracle,Big Data Services,San Francisco,CA,"37.7749295,-122.4194155"
C# Developer,HTML|Web API|HTML|ASP.NET|Web development|CSS|AngularJS|Software engineering|AngularJS,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Frontend Developer,iOS|Mobile applications|MAC,Data Science Consultants,Chicago,IL,"41.8781136,-87.6297982"
WPF Developer,WPF|Microsoft Visual Studio|Software,SocialMedia.com,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,Security|UI|Spring,Scientists and Quants Inc,Austin,TX,"30.267153,-97.7430608"
SharePoint Developer,Software development|Programming|Microsoft SSRS,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
Android Developer,Gradle|SSL|JSON|IOT|Android|Programming,Simon Hughes Llc,Austin,TX,"30.267153,-97.7430608"
SharePoint Developer,HTML|jQuery|CSS|Adobe Illustrator|Mobile|Microsoft Office|Microsoft SharePoint|CMS,Big Data Services,New York,NY,"40.7127837,-74.0059413"
.Net Developer,Drupal|Microsoft SSRS|C#|Microsoft SSIS|HTML5,Large Search Giant Llc.,New York,NY,"40.7127837,-74.0059413"
ETL Developer,Mapping|PL/SQL|PL/SQL,Roll the Dice Inc.,Chicago,IL,"41.8781136,-87.6297982"
Datastage Developer,IBM DB2|IBM InfoSphere DataStage|CA Workload Automation AE|ETL|Scripting|Unix,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Scala Developer,SQL|JSP|Scala|Ajax|HTML|XSLT,Roll the Dice Inc.,Des Moines,IA,"41.6005448,-93.6091064"
.Net Developer,Microsoft SQL Server|RDBMS|Visual Basic .NET|Wealth management|JSON|Sybase|RESTful,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
Business Intelligence Developer,Oracle BI Publisher|PL/SQL|SQL,Data Science Consultants,Austin,TX,"30.267153,-97.7430608"
Web Developer,JavaScript|RAD|Web development|CSS|J2EE,Simon Hughes Llc,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,Programming|Java|QA|Programming,Acme Inc,Austin,TX,"30.267153,-97.7430608"
Fullstack Developer,MVC|C#|jQuery|Responsive design,Large Search Giant Llc.,San Jose,CA,"37.3382082,-121.8863286"
Oracle Developer,XML|Oracle Forms|Oracle Applications|Oracle EBS,Roll the Dice Inc.,Austin,TX,"30.267153,-97.7430608"
.Net Web Developer,Scripting|.NET|Workflow,Scientists and Quants Inc,San Francisco,CA,"37.7749295,-122.4194155"
Mainframe Systems Programmer,Mainframe|Automation|Programming,Big Data Services,Chicago,IL,"41.8781136,-87.6297982"
.Net Developer,Programming|Microsoft SQL Server|IT management|HTML|JavaScript|Transact-SQL|Engineering,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
.Net Developer,CSS|.NET|HTML,Large Search Giant Llc.,Austin,TX,"30.267153,-97.7430608"
Java Developer,Unix|Apache Tomcat|J2EE|QA|Oracle|Oracle|Solaris,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Business Intelligence Analyst,Microsoft Visio|Performance tuning|Microsoft SQL Server|Informatica|Data modeling|Oracle,Big Data Services,Austin,TX,"30.267153,-97.7430608"
Tableau Developer,Modeling|PL/SQL|QA,Big Data Services,San Francisco,CA,"37.7749295,-122.4194155"
Java UI Developer,TDD|PL/SQL|UI|Database|Git|MySQL|IBM Rational|SVN|Enterprise JavaBeans|Microsoft SQL Server|IDE|SQL|J2EE|SOAP|Jenkins|JDBC,Large Search Giant Llc.,Austin,TX,"30.267153,-97.7430608"
Java Developer,WildFly|Linux|RESTful|WildFly,Big Data Services,New York,NY,"40.7127837,-74.0059413"
Java Application Developer,MySQL|Hibernate|JUnit|Ajax|Web browsers|Java,Big Tech Company,New York,NY,"40.7127837,-74.0059413"
UX Designer,AngularJS|Apache Hadoop|Node.js,Large Search Giant Llc.,New York,NY,"40.7127837,-74.0059413"
Java Developer,Java|Oracle WebLogic|Citrix|SQL,Python code ninjas,San Francisco,CA,"37.7749295,-122.4194155"
Web Developer,Microsoft SharePoint|SQL|ASP.NET,Big Tech Company,Des Moines,IA,"41.6005448,-93.6091064"
Fullstack .Net Developer,Responsive design|Flat file|SQL|JavaScript|ASP.NET|Data integration|.NET|EMR,Data Science Consultants,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,HTML|Engineering|Visual Basic .NET|C#|Programming|JMS|CSS|PHP|HTML5,Simon Hughes Llc,Austin,TX,"30.267153,-97.7430608"
IBM BPM Developer,Oracle WebLogic|IBM DB2|J2EE|JavaScript|XML|JavaScript|Java|Shell scripting|JMS|Ajax|SOAP|HTML,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Mobile Developer,Agile|Architecture|Microsoft IIS|SQL,Acme Inc,San Jose,CA,"37.3382082,-121.8863286"
Fullstack Developer,JavaScript|Bootstrap|.NET,Big Data Services,New York,NY,"40.7127837,-74.0059413"
Mainframe Developer,IBM Spufi|CICS|Changeman|QA|IBM DB2|COBOL|QMF,Large Search Giant Llc.,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,IBM ODM|SOAP|AngularJS|Programming|Agile|Web development|jQuery|J2EE,Python code ninjas,San Jose,CA,"37.3382082,-121.8863286"
Web Developer,SQL|JavaScript|ASP|SOAP|OOD,Large Search Giant Llc.,New York,NY,"40.7127837,-74.0059413"
Web Developer,OOD|C#|CSS|ASP|SOAP,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
Web Developer,C#|HTML|SOAP|SQL|OOD,Simon Hughes Llc,New York,NY,"40.7127837,-74.0059413"
Web Developer,Jasmine|Ajax|Unit testing|Web development,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
Report Developer,Verification and validation|ACS|Crystal Reports|QA|SQL,Big Tech Company,San Francisco,CA,"37.7749295,-122.4194155"
Web Developer,CSS|Web development|MySQL|VoIP,Simon Hughes Llc,New York,NY,"40.7127837,-74.0059413"
Appian Developer,XML|XSL|SQL|Microsoft SQL Server|Oracle|JSP|Security,SocialMedia.com,Austin,TX,"30.267153,-97.7430608"
Web Developer,WSDL|SOAP|OOD|CSS|C#,Roll the Dice Inc.,New York,NY,"40.7127837,-74.0059413"
Java Developer,Java|Finance|Shell|Oracle,SocialMedia.com,Austin,TX,"30.267153,-97.7430608"
Web Developer,SOAP|Microsoft SQL Server|WSDL|CSS|JavaScript,Big Data Services,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,Java|XML|ASP|HTML|Multimedia,Large Search Giant Llc.,San Jose,CA,"37.3382082,-121.8863286"
Mobile Developer,Architecture|Android|Microsoft IIS|SQL,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
Web Developer,Perl|XML|JavaScript|Java|Web development,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
VBA Developer,SQL|Software|Visual Basic|VBA|VBA|VBA|Visual Basic|Microsoft Excel|SQL|Microsoft Access,SocialMedia.com,Chicago,IL,"41.8781136,-87.6297982"
Web Developer,Microsoft SQL Server|WSDL|CSS|ASP|SOAP,Python code ninjas,Des Moines,IA,"41.6005448,-93.6091064"
Python Developer,SVN|HTML|Django|Git|CSS|GitHub|SQL,IT Services and Networking Corp.,Austin,TX,"30.267153,-97.7430608"
Java Developer,C++|Agile|C#|QA|SOAP,IT Services and Networking Corp.,New York,NY,"40.7127837,-74.0059413"
Server Developer,OpenText|ECM|Java,SocialMedia.com,Chicago,IL,"41.8781136,-87.6297982"
Frontend Developer,Ext JS|CSS|AngularJS|JavaScript,Roll the Dice Inc.,San Francisco,CA,"37.7749295,-122.4194155"
Datastage Developer,Oracle|Data analysis|IBM InfoSphere DataStage,Big Tech Company,New York,NY,"40.7127837,-74.0059413"
Frontend Developer,YUI|UI|Dojo|Ajax,Simon Hughes Llc,Austin,TX,"30.267153,-97.7430608"
Java Developer,SQL|Simulation|Security|Architecture|UI,Big Tech Company,Austin,TX,"30.267153,-97.7430608"
Java Developer,XML|Security|SQL|CMS|SOAP,Python code ninjas,San Francisco,CA,"37.7749295,-122.4194155"
Dynamics CRM Developer,CRM|PHP|CRM,Roll the Dice Inc.,Chicago,IL,"41.8781136,-87.6297982"
Java Developer,Scrum|RESTful|Apache Maven|Java|HTML|GitHub|JIRA|Integration|Eclipse,SocialMedia.com,Austin,TX,"30.267153,-97.7430608"
Frontend Web Developer,HTML5|UI|UI|AngularJS|Jasmine,Data Science Consultants,San Jose,CA,"37.3382082,-121.8863286"
SharePoint Developer,Microsoft SharePoint|Microsoft SharePoint|Microsoft SharePoint,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
Cloud Developer,Salesforce.com|Java|Integration|Data warehouse|Cloud|Informatica,Simon Hughes Llc,Des Moines,IA,"41.6005448,-93.6091064"
Lead Developer,Data warehouse|Database|Agile|Architecture|Security|SQL|Network,Large Search Giant Llc.,Austin,TX,"30.267153,-97.7430608"
Web Developer,PHP|MySQL|Specification|Web browsers,Large Search Giant Llc.,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,jQuery|SOAP|RESTful|CSS|Ajax,Roll the Dice Inc.,Des Moines,IA,"41.6005448,-93.6091064"
Web Developer,Web development|Web browsers|PHP|Web design,IT Services and Networking Corp.,Austin,TX,"30.267153,-97.7430608"
PHP Developer,Magento|RESTful|PHP|Security|CSS|PHP,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
SAS Developer,Linux|SAS/SQL|Teradata,Large Search Giant Llc.,New York,NY,"40.7127837,-74.0059413"
Application Developer,RESTful|HTML|Java|SDLC|SOAP,Simon Hughes Llc,Austin,TX,"30.267153,-97.7430608"
Web Developer,MySQL|PHP|AngularJS|XML|XSLT,Simon Hughes Llc,New York,NY,"40.7127837,-74.0059413"
Oracle ADF Developer,JavaServer Faces|Oracle ADF|Java|SOAP,Big Tech Company,San Francisco,CA,"37.7749295,-122.4194155"
Salesforce Developer,Software development|Cloud|Eclipse|Salesforce.com|Salesforce.com,Python code ninjas,San Francisco,CA,"37.7749295,-122.4194155"
Information Technology,Software|Mobile|ArcGIS,Acme Inc,Chicago,IL,"41.8781136,-87.6297982"
Lead Developer,SOA|SOAP|J2EE|IT|OOAD,Big Data Services,Chicago,IL,"41.8781136,-87.6297982"
Oracle Developer,BPM|Modeling|Business process management,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
C# Developer,C#|WPF|Programming,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
Oracle Developer,ERP|Quoting|Oracle|Software implementation,Big Data Services,San Francisco,CA,"37.7749295,-122.4194155"
Technical Support,Java|Metrics|QA|Microsoft Windows|QA|Algorithms|Data collection,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
SharePoint Developer,Microsoft SharePoint|Agile|Kanban,Large Search Giant Llc.,San Francisco,CA,"37.7749295,-122.4194155"
Enterprise Architect,UML|SCJP|SunOS|Microsoft Certified Professional|OOD,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
Technical Lead,IT management|Visual Basic .NET|C#,IT Services and Networking Corp.,Des Moines,IA,"41.6005448,-93.6091064"
Lead Application Developer,JavaScript|Test-driven development|AngularJS|jQuery,SocialMedia.com,Chicago,IL,"41.8781136,-87.6297982"
Web Developer,MVC|HTML|CMS,Data Science Consultants,San Jose,CA,"37.3382082,-121.8863286"
iOS Developer,Open source|C++|JavaScript|OpenGL|SQLite,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
.Net Developer,SQL|C#|QA|Oracle,Big Data Services,San Francisco,CA,"37.7749295,-122.4194155"
C# Developer,JSON|C#|MSTest|Database|XML|Web API|Unit testing|Microsoft Visual Studio|ASP.NET,Roll the Dice Inc.,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,Alfresco|Web development|Java|Hibernate,Roll the Dice Inc.,New York,NY,"40.7127837,-74.0059413"
Java Developer,API|Apache Spark|Apache Kafka|Apache Cassandra|Linux|C++,Data Science Consultants,Chicago,IL,"41.8781136,-87.6297982"
C++ Developer,Linux|TCP/IP|Java|C++|Microsoft Windows,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
Lead Developer,J2EE|JSP|MVC|Web applications|RESTful|OOAD,Scientists and Quants Inc,Chicago,IL,"41.8781136,-87.6297982"
Java Developer,Spring|ORM|Java,SocialMedia.com,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,Git|Apache Tomcat|Java|Java|Application server|JAX-RS|CVS,Data Science Consultants,New York,NY,"40.7127837,-74.0059413"
Salesforce Developer,Java|Salesforce.com administration|Implementation,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Web Developer,JavaScript|Java|SQL,Roll the Dice Inc.,New York,NY,"40.7127837,-74.0059413"
Java Developer,Web applications|Cloud|PL/SQL,Large Search Giant Llc.,Austin,TX,"30.267153,-97.7430608"
Software Architect,Software design|C++|C|Systems design,Large Search Giant Llc.,Austin,TX,"30.267153,-97.7430608"
Software Architect,Software architecture|Engineering|Systems design|C#,Roll the Dice Inc.,San Jose,CA,"37.3382082,-121.8863286"
ERP Developer,UniVerse|ERP|UniData|ERP,Data Science Consultants,Des Moines,IA,"41.6005448,-93.6091064"
Lead Developer,Compiler|Python|Network,Big Tech Company,San Francisco,CA,"37.7749295,-122.4194155"
Java Lead Developer,Web services|Apache Camel|Integration|Apache Kafka|BRMS|Spring Batch|Spring|Java|Spring,Big Tech Company,New York,NY,"40.7127837,-74.0059413"
Java Developer,Stored procedures|Hibernate|Spring|TDD|HTML5|jQuery,Acme Inc,Austin,TX,"30.267153,-97.7430608"
Frontend Developer,jQuery|XML|HTML,Big Data Services,San Francisco,CA,"37.7749295,-122.4194155"
Java UI Developer,Java|DHTMLX|Spring,Acme Inc,Des Moines,IA,"41.6005448,-93.6091064"
Lead Developer,Python|Network|Compiler,Python code ninjas,Austin,TX,"30.267153,-97.7430608"
Java Developer,JavaScript|Hibernate|JSON|jQuery|RESTful|MVC,SocialMedia.com,San Jose,CA,"37.3382082,-121.8863286"
Mobile Developer,HTML5|JavaScript|XML|iOS|Mobile applications|Android,Big Data Services,San Francisco,CA,"37.7749295,-122.4194155"
Salesforce Developer,Software development|Cloud|Eclipse,SocialMedia.com,San Francisco,CA,"37.7749295,-122.4194155"
Java Developer,Microsoft Windows|SQL|Linux|JMS|RESTful|Unix,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
Big Data,Cloudera|Apache Hadoop|SQL|HDFS,IT Services and Networking Corp.,Chicago,IL,"41.8781136,-87.6297982"
C# Developer,ASP.NET|.NET|WCF|Windows Forms,Python code ninjas,New York,NY,"40.7127837,-74.0059413"
Lead Developer,Programming|Compiler|Network,Simon Hughes Llc,San Jose,CA,"37.3382082,-121.8863286"
Mobile Developer,RESTful|iOS|JSON,Python code ninjas,Chicago,IL,"41.8781136,-87.6297982"
Java Developer,Spring|jQuery|JavaScript,Big Data Services,Des Moines,IA,"41.6005448,-93.6091064"
Java Developer,Java|Hibernate|JSP,IT Services and Networking Corp.,New York,NY,"40.7127837,-74.0059413"
Android Developer,Android|Programming|Algorithms|Git|UPS,Big Tech Company,Chicago,IL,"41.8781136,-87.6297982"
iOS Developer,SOAP|WSDL|JSON,Simon Hughes Llc,San Jose,CA,"37.3382082,-121.8863286"
Mobile Developer,Microsoft Windows Mobile|Mobile applications|Software,Big Data Services,San Francisco,CA,"37.7749295,-122.4194155"
C# Developer,Mobile|WCF|Microsoft SQL Server,Big Data Services,San Jose,CA,"37.3382082,-121.8863286"
Lead Developer,Supply chain management|SDLC|QA|Unix|Linux administration,Data Science Consultants,Chicago,IL,"41.8781136,-87.6297982"
JavaScript Developer,JavaScript|HTML|AngularJS,Simon Hughes Llc,San Jose,CA,"37.3382082,-121.8863286"
C# Developer,RESTful|Mobile|Web services,SocialMedia.com,San Francisco,CA,"37.7749295,-122.4194155"
C# Developer,Mobile|WCF|RESTful,Big Tech Company,San Jose,CA,"37.3382082,-121.8863286"
Lead Developer,Compiler|Agile|Python,Scientists and Quants Inc,San Francisco,CA,"37.7749295,-122.4194155"
.Net Developer,JavaScript|CSS|Visual Basic|Oracle|C#,Acme Inc,San Jose,CA,"37.3382082,-121.8863286"
Application Developer,RESTful|Microsoft Windows Phone|SDLC|Microsoft Windows|Software|OOD|HTTP|SOAP|Git|Microsoft Windows Phone|Revision control|SOA|Software|Scalability|Software development|Computer science|Analytical skill|C++,Roll the Dice Inc.,Chicago,IL,"41.8781136,-87.6297982"
Information Technology,Software development|SAP|ERP,Big Data Services,Austin,TX,"30.267153,-97.7430608"
Web Services Developer,NUnit|AngularJS|Java,Large Search Giant Llc.,San Jose,CA,"37.3382082,-121.8863286"
Java Developer,Drools|Spring|Integration|ORM|Spring|J2EE|Cucumber|RESTful|Spring Batch,Roll the Dice Inc.,Des Moines,IA,"41.6005448,-93.6091064"
Application Developer,Implementation|QA|AngularJS,Data Science Consultants,Austin,TX,"30.267153,-97.7430608"
Java Developer,Java|Web services|Spring,Acme Inc,Austin,TX,"30.267153,-97.7430608"
Web Developer,UX|AngularJS|UI|Wireframe|Mockups,Data Science Consultants,New York,NY,"40.7127837,-74.0059413"
Java Developer,IBM AIX|Systems design|Unix|HTML5|Java,Large Search Giant Llc.,San Jose,CA,"37.3382082,-121.8863286"
Lead Developer,Syncsort|VSAM|MVS|JHS|InSync|BMC Control-M|IBM WebSphere MQ|ISPF,SocialMedia.com,New York,NY,"40.7127837,-74.0059413"
Cyber Security Analyst,Firewall|Linux|Programming|DNS|Perl,Roll the Dice Inc.,Austin,TX,"30.267153,-97.7430608"
.Net Developer,RESTful|Microsoft SQL Server|LINQ|ASP.NET MVC,Acme Inc,San Francisco,CA,"37.7749295,-122.4194155"
Frontend Developer,XHTML|HTML|JavaScript|RESTful|WSDL|AngularJS|XML|XSD|jQuery|SOAP,IT Services and Networking Corp.,New York,NY,"40.7127837,-74.0059413"
Lead Developer,Pro*C|HP Exstream|C|Java,Simon Hughes Llc,San Jose,CA,"37.3382082,-121.8863286"
Game Developer,iOS|Unity|API,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
Big Data Developer,Big data|Linux|Apache Hive|Apache Flume,SocialMedia.com,San Jose,CA,"37.3382082,-121.8863286"
Frontend Developer,JavaScript|UI|UI|JavaScript|Node.js,Big Tech Company,Chicago,IL,"41.8781136,-87.6297982"
Web Developer,Data structure|JavaScript|Cloud|RESTful|jQuery|Open source,Large Search Giant Llc.,Austin,TX,"30.267153,-97.7430608"
Java Developer,J2EE|Java|Integration|JMS|AngularJS|Spring Batch|Cucumber|Web services,Data Science Consultants,San Francisco,CA,"37.7749295,-122.4194155"
Lead Developer,SD|Integration|Finance,SocialMedia.com,Austin,TX,"30.267153,-97.7430608"
Data Warehouse Architect,Microsoft SQL Server|Health care|Business intelligence|Integration,Large Search Giant Llc.,San Francisco,CA,"37.7749295,-122.4194155"
System Administrator,Adobe Photoshop|.NET|Business Objects|Crystal Reports|SQL|Microsoft Visual Studio|ERP,Scientists and Quants Inc,San Jose,CA,"37.3382082,-121.8863286"
